"";"mun";"year";"age_group";"pop";"FXET"
"10009";"211000";2019;"From 60 to 64 years";2140;"13"
"10010";"211000";2019;"From 65 to 69 years";1817;"14"
"10011";"211000";2019;"From 70 to 74 years";1357;"15"
"10012";"211000";2019;"From 75 to 79 years";985;"16"
"10013";"211000";2019;"From 80 years or more";1129;"17"
"10014";"211003";2019;"From 0 to 4 years";2236;"01"
"10015";"211003";2019;"From 10 to 14 years";2440;"03"
"10016";"211003";2019;"From 15 to 19 years";2466;"04"
"10017";"211003";2019;"From 20 to 24 years";2469;"05"
"10018";"211003";2019;"From 25 to 29 years";2259;"06"
"10019";"211003";2019;"From 30 to 34 years";2262;"07"
"10020";"211003";2019;"From 35 to 39 years";1991;"08"
"10021";"211003";2019;"From 40 to 44 years";1478;"09"
"10022";"211003";2019;"From 45 to 49 years";1149;"10"
"10023";"211003";2019;"From 5 to 9 years";2185;"02"
"10024";"211003";2019;"From 50 to 54 years";981;"11"
"10025";"211003";2019;"From 55 to 59 years";845;"12"
"10026";"211003";2019;"From 60 to 64 years";742;"13"
"10027";"211003";2019;"From 65 to 69 years";589;"14"
"10028";"211003";2019;"From 70 to 74 years";468;"15"
"10029";"211003";2019;"From 75 to 79 years";326;"16"
"10030";"211003";2019;"From 80 years or more";368;"17"
"10031";"211020";2019;"From 0 to 4 years";3142;"01"
"10032";"211020";2019;"From 10 to 14 years";3481;"03"
"10033";"211020";2019;"From 15 to 19 years";3504;"04"
"10034";"211020";2019;"From 20 to 24 years";3657;"05"
"10035";"211020";2019;"From 25 to 29 years";3473;"06"
"10036";"211020";2019;"From 30 to 34 years";3434;"07"
"10037";"211020";2019;"From 35 to 39 years";3029;"08"
"10038";"211020";2019;"From 40 to 44 years";2491;"09"
"10039";"211020";2019;"From 45 to 49 years";2015;"10"
"10040";"211020";2019;"From 5 to 9 years";3104;"02"
"10041";"211020";2019;"From 50 to 54 years";1560;"11"
"10042";"211020";2019;"From 55 to 59 years";1336;"12"
"10043";"211020";2019;"From 60 to 64 years";1042;"13"
"10044";"211020";2019;"From 65 to 69 years";867;"14"
"10045";"211020";2019;"From 70 to 74 years";650;"15"
"10046";"211020";2019;"From 75 to 79 years";476;"16"
"10047";"211020";2019;"From 80 years or more";594;"17"
"10048";"211030";2019;"From 0 to 4 years";1097;"01"
"10049";"211030";2019;"From 10 to 14 years";1255;"03"
"10050";"211030";2019;"From 15 to 19 years";1281;"04"
"10051";"211030";2019;"From 20 to 24 years";1304;"05"
"10052";"211030";2019;"From 25 to 29 years";1230;"06"
"10053";"211030";2019;"From 30 to 34 years";1140;"07"
"10054";"211030";2019;"From 35 to 39 years";1126;"08"
"10055";"211030";2019;"From 40 to 44 years";1033;"09"
"10056";"211030";2019;"From 45 to 49 years";816;"10"
"10057";"211030";2019;"From 5 to 9 years";1116;"02"
"10058";"211030";2019;"From 50 to 54 years";702;"11"
"10059";"211030";2019;"From 55 to 59 years";624;"12"
"10060";"211030";2019;"From 60 to 64 years";520;"13"
"10061";"211030";2019;"From 65 to 69 years";448;"14"
"10062";"211030";2019;"From 70 to 74 years";325;"15"
"10063";"211030";2019;"From 75 to 79 years";237;"16"
"10064";"211030";2019;"From 80 years or more";274;"17"
"10065";"211050";2019;"From 0 to 4 years";3260;"01"
"10066";"211050";2019;"From 10 to 14 years";3807;"03"
"10067";"211050";2019;"From 15 to 19 years";3821;"04"
"10068";"211050";2019;"From 20 to 24 years";4117;"05"
"10069";"211050";2019;"From 25 to 29 years";3896;"06"
"10070";"211050";2019;"From 30 to 34 years";4289;"07"
"10071";"211050";2019;"From 35 to 39 years";3905;"08"
"10072";"211050";2019;"From 40 to 44 years";3205;"09"
"10073";"211050";2019;"From 45 to 49 years";2600;"10"
"10074";"211050";2019;"From 5 to 9 years";3365;"02"
"10075";"211050";2019;"From 50 to 54 years";2296;"11"
"10076";"211050";2019;"From 55 to 59 years";1815;"12"
"10077";"211050";2019;"From 60 to 64 years";1512;"13"
"10078";"211050";2019;"From 65 to 69 years";1115;"14"
"10079";"211050";2019;"From 70 to 74 years";803;"15"
"10080";"211050";2019;"From 75 to 79 years";606;"16"
"10081";"211050";2019;"From 80 years or more";799;"17"
"10082";"211065";2019;"From 0 to 4 years";681;"01"
"10083";"211065";2019;"From 10 to 14 years";740;"03"
"10084";"211065";2019;"From 15 to 19 years";736;"04"
"10085";"211065";2019;"From 20 to 24 years";713;"05"
"10086";"211065";2019;"From 25 to 29 years";640;"06"
"10087";"211065";2019;"From 30 to 34 years";532;"07"
"10088";"211065";2019;"From 35 to 39 years";472;"08"
"10089";"211065";2019;"From 40 to 44 years";440;"09"
"10090";"211065";2019;"From 45 to 49 years";362;"10"
"10091";"211065";2019;"From 5 to 9 years";672;"02"
"10092";"211065";2019;"From 50 to 54 years";374;"11"
"10093";"211065";2019;"From 55 to 59 years";291;"12"
"10094";"211065";2019;"From 60 to 64 years";230;"13"
"10095";"211065";2019;"From 65 to 69 years";174;"14"
"10096";"211065";2019;"From 70 to 74 years";133;"15"
"10097";"211065";2019;"From 75 to 79 years";97;"16"
"10098";"211065";2019;"From 80 years or more";105;"17"
"10099";"211070";2019;"From 0 to 4 years";2824;"01"
"10100";"211070";2019;"From 10 to 14 years";3169;"03"
"10101";"211070";2019;"From 15 to 19 years";3204;"04"
"10102";"211070";2019;"From 20 to 24 years";3374;"05"
"10103";"211070";2019;"From 25 to 29 years";2869;"06"
"10104";"211070";2019;"From 30 to 34 years";2582;"07"
"10105";"211070";2019;"From 35 to 39 years";2472;"08"
"10106";"211070";2019;"From 40 to 44 years";2177;"09"
"10107";"211070";2019;"From 45 to 49 years";1910;"10"
"10108";"211070";2019;"From 5 to 9 years";2878;"02"
"10109";"211070";2019;"From 50 to 54 years";1653;"11"
"10110";"211070";2019;"From 55 to 59 years";1314;"12"
"10111";"211070";2019;"From 60 to 64 years";1073;"13"
"10112";"211070";2019;"From 65 to 69 years";981;"14"
"10113";"211070";2019;"From 70 to 74 years";756;"15"
"10114";"211070";2019;"From 75 to 79 years";530;"16"
"10115";"211070";2019;"From 80 years or more";610;"17"
"10116";"211080";2019;"From 0 to 4 years";347;"01"
"10117";"211080";2019;"From 10 to 14 years";393;"03"
"10118";"211080";2019;"From 15 to 19 years";348;"04"
"10119";"211080";2019;"From 20 to 24 years";386;"05"
"10120";"211080";2019;"From 25 to 29 years";397;"06"
"10121";"211080";2019;"From 30 to 34 years";366;"07"
"10122";"211080";2019;"From 35 to 39 years";305;"08"
"10123";"211080";2019;"From 40 to 44 years";285;"09"
"10124";"211080";2019;"From 45 to 49 years";264;"10"
"10125";"211080";2019;"From 5 to 9 years";362;"02"
"10126";"211080";2019;"From 50 to 54 years";259;"11"
"10127";"211080";2019;"From 55 to 59 years";219;"12"
"10128";"211080";2019;"From 60 to 64 years";178;"13"
"10129";"211080";2019;"From 65 to 69 years";167;"14"
"10130";"211080";2019;"From 70 to 74 years";121;"15"
"10131";"211080";2019;"From 75 to 79 years";80;"16"
"10132";"211080";2019;"From 80 years or more";108;"17"
"10133";"211085";2019;"From 0 to 4 years";1068;"01"
"10134";"211085";2019;"From 10 to 14 years";1146;"03"
"10135";"211085";2019;"From 15 to 19 years";1108;"04"
"10136";"211085";2019;"From 20 to 24 years";1101;"05"
"10137";"211085";2019;"From 25 to 29 years";975;"06"
"10138";"211085";2019;"From 30 to 34 years";900;"07"
"10139";"211085";2019;"From 35 to 39 years";909;"08"
"10140";"211085";2019;"From 40 to 44 years";801;"09"
"10141";"211085";2019;"From 45 to 49 years";580;"10"
"10142";"211085";2019;"From 5 to 9 years";1066;"02"
"10143";"211085";2019;"From 50 to 54 years";473;"11"
"10144";"211085";2019;"From 55 to 59 years";445;"12"
"10145";"211085";2019;"From 60 to 64 years";338;"13"
"10146";"211085";2019;"From 65 to 69 years";310;"14"
"10147";"211085";2019;"From 70 to 74 years";230;"15"
"10148";"211085";2019;"From 75 to 79 years";159;"16"
"10149";"211085";2019;"From 80 years or more";189;"17"
"10150";"211100";2019;"From 0 to 4 years";1715;"01"
"10151";"211100";2019;"From 10 to 14 years";1820;"03"
"10152";"211100";2019;"From 15 to 19 years";1785;"04"
"10153";"211100";2019;"From 20 to 24 years";1888;"05"
"10154";"211100";2019;"From 25 to 29 years";1635;"06"
"10155";"211100";2019;"From 30 to 34 years";1713;"07"
"10156";"211100";2019;"From 35 to 39 years";1673;"08"
"10157";"211100";2019;"From 40 to 44 years";1404;"09"
"10158";"211100";2019;"From 45 to 49 years";1127;"10"
"10159";"211100";2019;"From 5 to 9 years";1699;"02"
"10160";"211100";2019;"From 50 to 54 years";962;"11"
"10161";"211100";2019;"From 55 to 59 years";836;"12"
"10162";"211100";2019;"From 60 to 64 years";674;"13"
"10163";"211100";2019;"From 65 to 69 years";556;"14"
"10164";"211100";2019;"From 70 to 74 years";429;"15"
"10165";"211100";2019;"From 75 to 79 years";334;"16"
"10166";"211100";2019;"From 80 years or more";415;"17"
"10167";"211102";2019;"From 0 to 4 years";1779;"01"
"10168";"211102";2019;"From 10 to 14 years";1712;"03"
"10169";"211102";2019;"From 15 to 19 years";1796;"04"
"10170";"211102";2019;"From 20 to 24 years";1708;"05"
"10171";"211102";2019;"From 25 to 29 years";1333;"06"
"10172";"211102";2019;"From 30 to 34 years";1171;"07"
"10173";"211102";2019;"From 35 to 39 years";1153;"08"
"10174";"211102";2019;"From 40 to 44 years";888;"09"
"10175";"211102";2019;"From 45 to 49 years";652;"10"
"10176";"211102";2019;"From 5 to 9 years";1629;"02"
"10177";"211102";2019;"From 50 to 54 years";527;"11"
"10178";"211102";2019;"From 55 to 59 years";408;"12"
"10179";"211102";2019;"From 60 to 64 years";332;"13"
"10180";"211102";2019;"From 65 to 69 years";266;"14"
"10181";"211102";2019;"From 70 to 74 years";188;"15"
"10182";"211102";2019;"From 75 to 79 years";132;"16"
"10183";"211102";2019;"From 80 years or more";134;"17"
"10184";"211105";2019;"From 0 to 4 years";912;"01"
"10185";"211105";2019;"From 10 to 14 years";978;"03"
"10186";"211105";2019;"From 15 to 19 years";949;"04"
"10187";"211105";2019;"From 20 to 24 years";1031;"05"
"10188";"211105";2019;"From 25 to 29 years";937;"06"
"10189";"211105";2019;"From 30 to 34 years";839;"07"
"10190";"211105";2019;"From 35 to 39 years";842;"08"
"10191";"211105";2019;"From 40 to 44 years";718;"09"
"10192";"211105";2019;"From 45 to 49 years";601;"10"
"10193";"211105";2019;"From 5 to 9 years";906;"02"
"10194";"211105";2019;"From 50 to 54 years";563;"11"
"10195";"211105";2019;"From 55 to 59 years";484;"12"
"10196";"211105";2019;"From 60 to 64 years";383;"13"
"10197";"211105";2019;"From 65 to 69 years";328;"14"
"10198";"211105";2019;"From 70 to 74 years";286;"15"
"10199";"211105";2019;"From 75 to 79 years";198;"16"
"10200";"211105";2019;"From 80 years or more";222;"17"
"10201";"211107";2019;"From 0 to 4 years";1947;"01"
"10202";"211107";2019;"From 10 to 14 years";1947;"03"
"10203";"211107";2019;"From 15 to 19 years";1819;"04"
"10204";"211107";2019;"From 20 to 24 years";1633;"05"
"10205";"211107";2019;"From 25 to 29 years";1336;"06"
"10206";"211107";2019;"From 30 to 34 years";1192;"07"
"10207";"211107";2019;"From 35 to 39 years";1212;"08"
"10208";"211107";2019;"From 40 to 44 years";1055;"09"
"10209";"211107";2019;"From 45 to 49 years";833;"10"
"10210";"211107";2019;"From 5 to 9 years";1859;"02"
"10211";"211107";2019;"From 50 to 54 years";756;"11"
"10212";"211107";2019;"From 55 to 59 years";713;"12"
"10213";"211107";2019;"From 60 to 64 years";666;"13"
"10214";"211107";2019;"From 65 to 69 years";533;"14"
"10215";"211107";2019;"From 70 to 74 years";397;"15"
"10216";"211107";2019;"From 75 to 79 years";293;"16"
"10217";"211107";2019;"From 80 years or more";352;"17"
"10218";"211120";2019;"From 0 to 4 years";12516;"01"
"10219";"211120";2019;"From 10 to 14 years";15920;"03"
"10220";"211120";2019;"From 15 to 19 years";16715;"04"
"10221";"211120";2019;"From 20 to 24 years";17746;"05"
"10222";"211120";2019;"From 25 to 29 years";16482;"06"
"10223";"211120";2019;"From 30 to 34 years";16522;"07"
"10224";"211120";2019;"From 35 to 39 years";14735;"08"
"10225";"211120";2019;"From 40 to 44 years";12738;"09"
"10226";"211120";2019;"From 45 to 49 years";10715;"10"
"10227";"211120";2019;"From 5 to 9 years";13087;"02"
"10228";"211120";2019;"From 50 to 54 years";9120;"11"
"10229";"211120";2019;"From 55 to 59 years";6764;"12"
"10230";"211120";2019;"From 60 to 64 years";4992;"13"
"10231";"211120";2019;"From 65 to 69 years";3545;"14"
"10232";"211120";2019;"From 70 to 74 years";2403;"15"
"10233";"211120";2019;"From 75 to 79 years";1721;"16"
"10234";"211120";2019;"From 80 years or more";1966;"17"
"10235";"211125";2019;"From 0 to 4 years";645;"01"
"10236";"211125";2019;"From 10 to 14 years";702;"03"
"10237";"211125";2019;"From 15 to 19 years";661;"04"
"10238";"211125";2019;"From 20 to 24 years";695;"05"
"10239";"211125";2019;"From 25 to 29 years";657;"06"
"10240";"211125";2019;"From 30 to 34 years";537;"07"
"10241";"211125";2019;"From 35 to 39 years";500;"08"
"10242";"211125";2019;"From 40 to 44 years";492;"09"
"10243";"211125";2019;"From 45 to 49 years";416;"10"
"10244";"211125";2019;"From 5 to 9 years";646;"02"
"10245";"211125";2019;"From 50 to 54 years";352;"11"
"10246";"211125";2019;"From 55 to 59 years";327;"12"
"10247";"211125";2019;"From 60 to 64 years";278;"13"
"10248";"211125";2019;"From 65 to 69 years";240;"14"
"10249";"211125";2019;"From 70 to 74 years";187;"15"
"10250";"211125";2019;"From 75 to 79 years";143;"16"
"10251";"211125";2019;"From 80 years or more";163;"17"
"10252";"211130";2019;"From 0 to 4 years";63997;"01"
"10253";"211130";2019;"From 10 to 14 years";93627;"03"
"10254";"211130";2019;"From 15 to 19 years";96376;"04"
"10255";"211130";2019;"From 20 to 24 years";98886;"05"
"10256";"211130";2019;"From 25 to 29 years";93771;"06"
"10257";"211130";2019;"From 30 to 34 years";103372;"07"
"10258";"211130";2019;"From 35 to 39 years";98127;"08"
"10259";"211130";2019;"From 40 to 44 years";83638;"09"
"10260";"211130";2019;"From 45 to 49 years";70676;"10"
"10261";"211130";2019;"From 5 to 9 years";71311;"02"
"10262";"211130";2019;"From 50 to 54 years";61000;"11"
"10263";"211130";2019;"From 55 to 59 years";48914;"12"
"10264";"211130";2019;"From 60 to 64 years";39245;"13"
"10265";"211130";2019;"From 65 to 69 years";29566;"14"
"10266";"211130";2019;"From 70 to 74 years";20062;"15"
"10267";"211130";2019;"From 75 to 79 years";13238;"16"
"10268";"211130";2019;"From 80 years or more";16078;"17"
"10269";"211140";2019;"From 0 to 4 years";1663;"01"
"10270";"211140";2019;"From 10 to 14 years";1812;"03"
"10271";"211140";2019;"From 15 to 19 years";1797;"04"
"10272";"211140";2019;"From 20 to 24 years";1774;"05"
"10273";"211140";2019;"From 25 to 29 years";1519;"06"
"10274";"211140";2019;"From 30 to 34 years";1432;"07"
"10275";"211140";2019;"From 35 to 39 years";1349;"08"
"10276";"211140";2019;"From 40 to 44 years";1203;"09"
"10277";"211140";2019;"From 45 to 49 years";948;"10"
"10278";"211140";2019;"From 5 to 9 years";1666;"02"
"10279";"211140";2019;"From 50 to 54 years";874;"11"
"10280";"211140";2019;"From 55 to 59 years";709;"12"
"10281";"211140";2019;"From 60 to 64 years";628;"13"
"10282";"211140";2019;"From 65 to 69 years";516;"14"
"10283";"211140";2019;"From 70 to 74 years";386;"15"
"10284";"211140";2019;"From 75 to 79 years";275;"16"
"10285";"211140";2019;"From 80 years or more";305;"17"
"10286";"211150";2019;"From 0 to 4 years";3606;"01"
"10287";"211150";2019;"From 10 to 14 years";4004;"03"
"10288";"211150";2019;"From 15 to 19 years";3713;"04"
"10289";"211150";2019;"From 20 to 24 years";3855;"05"
"10290";"211150";2019;"From 25 to 29 years";3440;"06"
"10291";"211150";2019;"From 30 to 34 years";3165;"07"
"10292";"211150";2019;"From 35 to 39 years";2824;"08"
"10293";"211150";2019;"From 40 to 44 years";2504;"09"
"10294";"211150";2019;"From 45 to 49 years";2093;"10"
"10295";"211150";2019;"From 5 to 9 years";3674;"02"
"10296";"211150";2019;"From 50 to 54 years";1960;"11"
"10297";"211150";2019;"From 55 to 59 years";1705;"12"
"10298";"211150";2019;"From 60 to 64 years";1389;"13"
"10299";"211150";2019;"From 65 to 69 years";1176;"14"
"10300";"211150";2019;"From 70 to 74 years";867;"15"
"10301";"211150";2019;"From 75 to 79 years";626;"16"
"10302";"211150";2019;"From 80 years or more";803;"17"
"10303";"211153";2019;"From 0 to 4 years";1229;"01"
"10304";"211153";2019;"From 10 to 14 years";1273;"03"
"10305";"211153";2019;"From 15 to 19 years";1217;"04"
"10306";"211153";2019;"From 20 to 24 years";1237;"05"
"10307";"211153";2019;"From 25 to 29 years";1085;"06"
"10308";"211153";2019;"From 30 to 34 years";1047;"07"
"10309";"211153";2019;"From 35 to 39 years";946;"08"
"10310";"211153";2019;"From 40 to 44 years";779;"09"
"10311";"211153";2019;"From 45 to 49 years";572;"10"
"10312";"211153";2019;"From 5 to 9 years";1200;"02"
"10313";"211153";2019;"From 50 to 54 years";491;"11"
"10314";"211153";2019;"From 55 to 59 years";432;"12"
"10315";"211153";2019;"From 60 to 64 years";361;"13"
"10316";"211153";2019;"From 65 to 69 years";280;"14"
"10317";"211153";2019;"From 70 to 74 years";214;"15"
"10318";"211153";2019;"From 75 to 79 years";165;"16"
"10319";"211153";2019;"From 80 years or more";162;"17"
"10320";"211157";2019;"From 0 to 4 years";382;"01"
"10321";"211157";2019;"From 10 to 14 years";419;"03"
"10322";"211157";2019;"From 15 to 19 years";427;"04"
"10323";"211157";2019;"From 20 to 24 years";465;"05"
"10324";"211157";2019;"From 25 to 29 years";448;"06"
"10325";"211157";2019;"From 30 to 34 years";358;"07"
"10326";"211157";2019;"From 35 to 39 years";332;"08"
"10327";"211157";2019;"From 40 to 44 years";283;"09"
"10328";"211157";2019;"From 45 to 49 years";264;"10"
"10329";"211157";2019;"From 5 to 9 years";388;"02"
"10330";"211157";2019;"From 50 to 54 years";232;"11"
"10331";"211157";2019;"From 55 to 59 years";176;"12"
"10332";"211157";2019;"From 60 to 64 years";157;"13"
"10333";"211157";2019;"From 65 to 69 years";122;"14"
"10334";"211157";2019;"From 70 to 74 years";92;"15"
"10335";"211157";2019;"From 75 to 79 years";66;"16"
"10336";"211157";2019;"From 80 years or more";57;"17"
"10337";"211160";2019;"From 0 to 4 years";1514;"01"
"10338";"211160";2019;"From 10 to 14 years";1754;"03"
"10339";"211160";2019;"From 15 to 19 years";1725;"04"
"10340";"211160";2019;"From 20 to 24 years";1847;"05"
"10341";"211160";2019;"From 25 to 29 years";1728;"06"
"10342";"211160";2019;"From 30 to 34 years";1544;"07"
"10343";"211160";2019;"From 35 to 39 years";1319;"08"
"10344";"211160";2019;"From 40 to 44 years";1053;"09"
"10345";"211160";2019;"From 45 to 49 years";935;"10"
"10346";"211160";2019;"From 5 to 9 years";1570;"02"
"10347";"211160";2019;"From 50 to 54 years";954;"11"
"10348";"211160";2019;"From 55 to 59 years";766;"12"
"10349";"211160";2019;"From 60 to 64 years";611;"13"
"10350";"211160";2019;"From 65 to 69 years";502;"14"
"10351";"211160";2019;"From 70 to 74 years";390;"15"
"10352";"211160";2019;"From 75 to 79 years";280;"16"
"10353";"211160";2019;"From 80 years or more";376;"17"
"10354";"211163";2019;"From 0 to 4 years";488;"01"
"10355";"211163";2019;"From 10 to 14 years";502;"03"
"10356";"211163";2019;"From 15 to 19 years";501;"04"
"10357";"211163";2019;"From 20 to 24 years";523;"05"
"10358";"211163";2019;"From 25 to 29 years";497;"06"
"10359";"211163";2019;"From 30 to 34 years";419;"07"
"10360";"211163";2019;"From 35 to 39 years";386;"08"
"10361";"211163";2019;"From 40 to 44 years";314;"09"
"10362";"211163";2019;"From 45 to 49 years";245;"10"
"10363";"211163";2019;"From 5 to 9 years";473;"02"
"10364";"211163";2019;"From 50 to 54 years";223;"11"
"10365";"211163";2019;"From 55 to 59 years";184;"12"
"10366";"211163";2019;"From 60 to 64 years";162;"13"
"10367";"211163";2019;"From 65 to 69 years";121;"14"
"10368";"211163";2019;"From 70 to 74 years";86;"15"
"10369";"211163";2019;"From 75 to 79 years";58;"16"
"10370";"211163";2019;"From 80 years or more";55;"17"
"10371";"211167";2019;"From 0 to 4 years";675;"01"
"10372";"211167";2019;"From 10 to 14 years";669;"03"
"10373";"211167";2019;"From 15 to 19 years";597;"04"
"10374";"211167";2019;"From 20 to 24 years";681;"05"
"10375";"211167";2019;"From 25 to 29 years";631;"06"
"10376";"211167";2019;"From 30 to 34 years";542;"07"
"10377";"211167";2019;"From 35 to 39 years";564;"08"
"10378";"211167";2019;"From 40 to 44 years";497;"09"
"10379";"211167";2019;"From 45 to 49 years";322;"10"
"10380";"211167";2019;"From 5 to 9 years";643;"02"
"10381";"211167";2019;"From 50 to 54 years";261;"11"
"10382";"211167";2019;"From 55 to 59 years";190;"12"
"10383";"211167";2019;"From 60 to 64 years";134;"13"
"10384";"211167";2019;"From 65 to 69 years";111;"14"
"10385";"211167";2019;"From 70 to 74 years";82;"15"
"10386";"211167";2019;"From 75 to 79 years";62;"16"
"10387";"211167";2019;"From 80 years or more";58;"17"
"10388";"211170";2019;"From 0 to 4 years";1833;"01"
"10389";"211170";2019;"From 10 to 14 years";2051;"03"
"10390";"211170";2019;"From 15 to 19 years";1993;"04"
"10391";"211170";2019;"From 20 to 24 years";2061;"05"
"10392";"211170";2019;"From 25 to 29 years";2006;"06"
"10393";"211170";2019;"From 30 to 34 years";1950;"07"
"10394";"211170";2019;"From 35 to 39 years";1684;"08"
"10395";"211170";2019;"From 40 to 44 years";1357;"09"
"10396";"211170";2019;"From 45 to 49 years";1203;"10"
"10397";"211170";2019;"From 5 to 9 years";1857;"02"
"10398";"211170";2019;"From 50 to 54 years";1045;"11"
"10399";"211170";2019;"From 55 to 59 years";888;"12"
"10400";"211170";2019;"From 60 to 64 years";674;"13"
"10401";"211170";2019;"From 65 to 69 years";515;"14"
"10402";"211170";2019;"From 70 to 74 years";402;"15"
"10403";"211170";2019;"From 75 to 79 years";304;"16"
"10404";"211170";2019;"From 80 years or more";424;"17"
"10405";"211172";2019;"From 0 to 4 years";1456;"01"
"10406";"211172";2019;"From 10 to 14 years";1496;"03"
"10407";"211172";2019;"From 15 to 19 years";1509;"04"
"10408";"211172";2019;"From 20 to 24 years";1425;"05"
"10409";"211172";2019;"From 25 to 29 years";1192;"06"
"10410";"211172";2019;"From 30 to 34 years";1131;"07"
"10411";"211172";2019;"From 35 to 39 years";1012;"08"
"10412";"211172";2019;"From 40 to 44 years";827;"09"
"10413";"211172";2019;"From 45 to 49 years";603;"10"
"10414";"211172";2019;"From 5 to 9 years";1391;"02"
"10415";"211172";2019;"From 50 to 54 years";474;"11"
"10416";"211172";2019;"From 55 to 59 years";393;"12"
"10417";"211172";2019;"From 60 to 64 years";305;"13"
"10418";"211172";2019;"From 65 to 69 years";225;"14"
"10419";"211172";2019;"From 70 to 74 years";185;"15"
"10420";"211172";2019;"From 75 to 79 years";132;"16"
"10421";"211172";2019;"From 80 years or more";158;"17"
"10422";"211174";2019;"From 0 to 4 years";1072;"01"
"10423";"211174";2019;"From 10 to 14 years";1142;"03"
"10424";"211174";2019;"From 15 to 19 years";1103;"04"
"10425";"211174";2019;"From 20 to 24 years";1100;"05"
"10426";"211174";2019;"From 25 to 29 years";981;"06"
"10427";"211174";2019;"From 30 to 34 years";852;"07"
"10428";"211174";2019;"From 35 to 39 years";705;"08"
"10429";"211174";2019;"From 40 to 44 years";611;"09"
"10430";"211174";2019;"From 45 to 49 years";507;"10"
"10431";"211174";2019;"From 5 to 9 years";1052;"02"
"10432";"211174";2019;"From 50 to 54 years";455;"11"
"10433";"211174";2019;"From 55 to 59 years";395;"12"
"10434";"211174";2019;"From 60 to 64 years";312;"13"
"10435";"211174";2019;"From 65 to 69 years";295;"14"
"10436";"211174";2019;"From 70 to 74 years";214;"15"
"10437";"211174";2019;"From 75 to 79 years";153;"16"
"10438";"211174";2019;"From 80 years or more";192;"17"
"10439";"211176";2019;"From 0 to 4 years";1212;"01"
"10440";"211176";2019;"From 10 to 14 years";1349;"03"
"10441";"211176";2019;"From 15 to 19 years";1310;"04"
"10442";"211176";2019;"From 20 to 24 years";1273;"05"
"10443";"211176";2019;"From 25 to 29 years";1108;"06"
"10444";"211176";2019;"From 30 to 34 years";1036;"07"
"10445";"211176";2019;"From 35 to 39 years";1004;"08"
"10446";"211176";2019;"From 40 to 44 years";871;"09"
"10447";"211176";2019;"From 45 to 49 years";706;"10"
"10448";"211176";2019;"From 5 to 9 years";1229;"02"
"10449";"211176";2019;"From 50 to 54 years";631;"11"
"10450";"211176";2019;"From 55 to 59 years";533;"12"
"10451";"211176";2019;"From 60 to 64 years";497;"13"
"10452";"211176";2019;"From 65 to 69 years";418;"14"
"10453";"211176";2019;"From 70 to 74 years";339;"15"
"10454";"211176";2019;"From 75 to 79 years";275;"16"
"10455";"211176";2019;"From 80 years or more";330;"17"
"10456";"211178";2019;"From 0 to 4 years";1058;"01"
"10457";"211178";2019;"From 10 to 14 years";1035;"03"
"10458";"211178";2019;"From 15 to 19 years";1058;"04"
"10459";"211178";2019;"From 20 to 24 years";995;"05"
"10460";"211178";2019;"From 25 to 29 years";766;"06"
"10461";"211178";2019;"From 30 to 34 years";719;"07"
"10462";"211178";2019;"From 35 to 39 years";692;"08"
"10463";"211178";2019;"From 40 to 44 years";595;"09"
"10464";"211178";2019;"From 45 to 49 years";504;"10"
"10465";"211178";2019;"From 5 to 9 years";990;"02"
"10466";"211178";2019;"From 50 to 54 years";423;"11"
"10467";"211178";2019;"From 55 to 59 years";375;"12"
"10468";"211178";2019;"From 60 to 64 years";332;"13"
"10469";"211178";2019;"From 65 to 69 years";257;"14"
"10470";"211178";2019;"From 70 to 74 years";170;"15"
"10471";"211178";2019;"From 75 to 79 years";136;"16"
"10472";"211178";2019;"From 80 years or more";148;"17"
"10473";"211180";2019;"From 0 to 4 years";1557;"01"
"10474";"211180";2019;"From 10 to 14 years";1631;"03"
"10475";"211180";2019;"From 15 to 19 years";1535;"04"
"10476";"211180";2019;"From 20 to 24 years";1759;"05"
"10477";"211180";2019;"From 25 to 29 years";1630;"06"
"10478";"211180";2019;"From 30 to 34 years";1427;"07"
"10479";"211180";2019;"From 35 to 39 years";1347;"08"
"10480";"211180";2019;"From 40 to 44 years";1201;"09"
"10481";"211180";2019;"From 45 to 49 years";1039;"10"
"10482";"211180";2019;"From 5 to 9 years";1558;"02"
"10483";"211180";2019;"From 50 to 54 years";914;"11"
"10484";"211180";2019;"From 55 to 59 years";715;"12"
"10485";"211180";2019;"From 60 to 64 years";541;"13"
"10486";"211180";2019;"From 65 to 69 years";406;"14"
"10487";"211180";2019;"From 70 to 74 years";333;"15"
"10488";"211180";2019;"From 75 to 79 years";226;"16"
"10489";"211180";2019;"From 80 years or more";262;"17"
"10490";"211190";2019;"From 0 to 4 years";895;"01"
"10491";"211190";2019;"From 10 to 14 years";988;"03"
"10492";"211190";2019;"From 15 to 19 years";958;"04"
"10493";"211190";2019;"From 20 to 24 years";966;"05"
"10494";"211190";2019;"From 25 to 29 years";910;"06"
"10495";"211190";2019;"From 30 to 34 years";783;"07"
"10496";"211190";2019;"From 35 to 39 years";676;"08"
"10497";"211190";2019;"From 40 to 44 years";613;"09"
"10498";"211190";2019;"From 45 to 49 years";547;"10"
"10499";"211190";2019;"From 5 to 9 years";900;"02"
"10500";"211190";2019;"From 50 to 54 years";558;"11"
"10501";"211190";2019;"From 55 to 59 years";497;"12"
